AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,MEng (Hons) Electronic and Electrical Engineering,KISH605
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,MEng (Hons) Systems Engineering,KISH641
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,MEng (Hons) Systems Engineering,KISH660
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,MEng (Hons) Computer Systems Engineering,G500
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,MEng (Hons) Mechatronic and Robotic Engineering,H360
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,MEng (Hons) Systems and Control Engineering,H660
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,MEng (Hons) Systems and Control Engineering (Engineering Management),H1NF
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007163) The University of Warwick,MEng (Hons) Electronic Engineering,U-H602
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007163) The University of Warwick,MEng (Hons) Engineering,U-H102
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007163) The University of Warwick,MEng (Hons) Manufacturing and Mechanical Engineering,U-HH37
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Biomedical Engineering (4 years),H811
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Chemical Engineering (4 years),H800
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Civil Engineering (4 years),H200
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Electrical Engineering (4 years),H620
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Engineering,H100
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Information Engineering (4 years),H630
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007774) The University of Oxford,MEng (Hons) Mechanical Engineering (4 years),H300
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007788) The University of Cambridge,MEng (Hons) Engineering,UG_EGTX_KIS
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Aerospace Engineering,BEEGSAE
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Aerospace Engineering,BEEGSAE-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Aerospace Engineering,BEEGSAE-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Communications and Electronic Engineering,BEEGSCE
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Communications and Electronic Engineering,BEEGSCE-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Communications and Electronic Engineering,BEEGSCE-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Electrical and Electronic Engineering,BEEGSEE
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Electrical and Electronic Engineering,BEEGSEE-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Electrical and Electronic Engineering,BEEGSEE-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng General Engineering,BEEGSEG
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng General Engineering,BEEGSEG-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng General Engineering,BEEGSEG-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Mechanical Engineering,BEEGSME
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Mechanical Engineering,BEEGSME-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Mechanical Engineering,BEEGSME-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Software and Electronic Engineering,BEEGSEW
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Software and Electronic Engineering,BEEGSEW-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,MEng Software and Electronic Engineering,BEEGSEW-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,MEng (Hons) Chemical Engineering,objid50747651
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,MEng (Hons) Chemical Engineering with Bioprocess Engineering,objid50024510
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,MEng (Hons) Chemical Engineering with Preparatory Year,objid50747658
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,MEng (Hons) Chemical Engineering with Process Control,objid50024512
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,MEng (Hons) Chemical Engineering with Sustainable Engineering,objid50747655
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10001478) The City University,BEng (Hons) Electrical & Electronic Engineering,USELEB
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10001478) The City University,BEng (Hons) Electrical & Electronic Engineering,USELEF
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10001478) The City University,BSc (Hons) Biomedical Engineering,USBIMB
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,BEng (Hons) Electronic and Computer Systems Engineering,KISH611
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,BEng (Hons) Electronic and Computer Systems Engineering,KISH614
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,BEng (Hons) Electronic and Electrical Engineering,KISH600
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,BEng (Hons) Electronic and Electrical Engineering,KISH604
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,BEng (Hons) Systems Engineering,KISH650
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10004113) Loughborough University,BEng (Hons) Systems Engineering,KISH652
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,BEng (Hons) Computer Systems Engineering,H130
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,BEng (Hons) Mechatronic and Robotic Engineering,H361
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,BEng (Hons) Systems and Control Engineering,H690
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007157) The University of Sheffield,BEng (Hons) Systems and Control Engineering (Engineering Management),HN62
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007163) The University of Warwick,BEng (Hons) Electronic Engineering,U-H600
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007163) The University of Warwick,BEng (Hons) Engineering,U-H100
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007163) The University of Warwick,BEng (Hons) Manufacturing and Mechanical Engineering,U-HH73
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007783) The University of Aberdeen,BEng (Hons) Electrical and Electronic Engineering,H620
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007783) The University of Aberdeen,BEng (Hons) Mechanical and Electrical Engineering,HH36
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) General Engineering,BSEGSEG-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) General Engineering,BSEGSEG-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,BEng (Hons) Chemical Engineering,objid50747650
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,(10007799) The University of Newcastle-upon-Tyne,BEng (Hons) Chemical Engineering with Preparatory Year,objid50747656
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Aerospace Engineering,BSEGSAE
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Aerospace Engineering,BSEGSAE-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Aerospace Engineering,BSEGSAE-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Communications and Electronic Engineering,BSEGSCE
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Communications and Electronic Engineering,BSEGSCE-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Communications and Electronic Engineering,BSEGSCE-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Electrical and Electronic Engineering,BSEGSEE
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Electrical and Electronic Engineering,BSEGSEE-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Electrical and Electronic Engineering,BSEGSEE-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) General Engineering,BSEGSEG
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Mechanical Engineering,BSEGSME
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Mechanical Engineering,BSEGSME-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Mechanical Engineering,BSEGSME-Y
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Software and Electronic Engineering,BSEGSEW
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Software and Electronic Engineering,BSEGSEW-S
Institute of Measurement and Control (InstMC),Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,(10007796) The University of Leicester,BEng (Hons) Software and Electronic Engineering,BSEGSEW-Y
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10003861) Leeds Beckett University,BSc (Hons) Safety Health and Environmental Management,SHEMB
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10003861) Leeds Beckett University,BSc (Hons) Safety Health and Environmental Management,SHEMB
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10007762) Glasgow Caledonian University,BSc Health and Safety Management,P02800
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10007800) The University of the West of Scotland,BSc (Hons) Occupational Safety and Health,B920
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10007800) The University of the West of Scotland,BSc (Hons) Occupational Safety and Health,B920
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10007807) University of Ulster,BSc (Hons) Environmental Health,3220
"Institute of Occupational Safety and Health, the (IOSH)",Accredited by the Institution of Occupational Safety and Health as meeting the academic requirements for the purpose of eligibility to apply for Graduate membership leading to Chartered membership.,(10007854) Cardiff Metropolitan University,BSc (Hons) Environmental Health,B910
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,"(10003270) Imperial College of Science, Technology and Medicine",MSci (Hons) Physics,F303
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,"(10003270) Imperial College of Science, Technology and Medicine",MSci (Hons) Physics,F309
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,"(10003270) Imperial College of Science, Technology and Medicine",MSci (Hons) Physics with Theoretical Physics,F390
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10003645) King's College London,MSci (Hons) Mathematics & Physics,UMSH4CJMMPH
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10003645) King's College London,MSci (Hons) Physics,UMSH4CSPH
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10003645) King's College London,MSci (Hons) Physics with Theoretical Physics,UMSH4CMPHTP
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Engineering Physics,KISF312
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Engineering Physics,KISF313
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Physics,KISF303
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Physics,KISF304
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Physics and Mathematics,KISFG3C
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Physics and Mathematics,KISFG3D
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Physics with Sport Science,KIS1F59
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004113) Loughborough University,MPhys (Hons) Physics with Sport Science,KIS7F52
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics,PHYS003_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics,PHYS004_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics with Astrophysics,PHYS025_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics with Astrophysics,PHYS028_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics with Forensic Applications,PHYS026_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics with Forensic Applications,PHYS029_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics with Nuclear Technology,PHYS024_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,BSc (Hons) Physics with Nuclear Technology,PHYS027_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10004797) The Nottingham Trent University,MSci (Hons) Physics,PHYS011_1
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005343) The Queen's University of Belfast,MSci (Hons) Physics,PHY-MSCI
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005343) The Queen's University of Belfast,MSci (Hons) Physics,PHY-UM-E
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005343) The Queen's University of Belfast,MSci (Hons) Physics with Astrophysics,PHY-UM-APH
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005343) The Queen's University of Belfast,MSci (Hons) Physics with Medical Applications,PHY-UM-MED
Institute of Physics (IOP),Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,(10005343) The Queen's University of Belfast,MSci (Hons) Theoretical Physics,TPH-MSCI
