PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,ENTPOP,ENTAGG,ENTSBJ,ACCESS,ALEVEL,BACC,DEGREE,FOUNDTN,NOQUALS,OTHER,OTHERHE
10007807,10007807,5779,1,20,14,,0,65,0,0,0,0,15,20
10007807,10007807,5784,1,15,14,,15,75,0,0,0,0,0,10
10007807,10007807,5846,2,40,13,035,0,50,0,5,0,0,0,40
10007807,10007807,5850,1,20,14,,0,95,0,0,0,0,0,5
10007807,10007807,5868,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,5868,1,650,13,035,3,76,0,0,0,0,1,20
10007807,10007807,5872,1,40,13,098,0,95,0,0,0,0,0,5
10007807,10007807,5872,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,5892,1,50,13,064,5,85,0,0,0,0,0,5
10007807,10007807,5892,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,5900,1,20,13,073,5,95,0,0,0,0,0,5
10007807,10007807,5900,1,20,13,105,5,90,0,0,0,0,0,0
10007807,10007807,5901,1,10,14,,10,90,0,0,0,0,0,0
10007807,10007807,5920,1,20,13,073,5,95,0,0,0,0,0,5
10007807,10007807,5920,1,80,13,090,7,88,0,1,0,4,0,0
10007807,10007807,5926,1,40,13,098,0,95,0,0,0,0,0,5
10007807,10007807,5926,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,6109,1,60,14,,3,58,0,0,0,0,2,37
10007807,10007807,6111,1,20,24,,0,100,0,0,0,0,0,0
10007807,10007807,6157,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,6157,1,980,13,061,1,42,0,1,0,0,41,14
10007807,10007807,6158,1,110,13,066,5,52,0,2,0,0,38,3
10007807,10007807,6158,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,6159,1,110,13,066,5,52,0,2,0,0,38,3
10007807,10007807,6159,1,50,13,064,5,85,0,0,0,0,0,5
10007807,10007807,6160,1,15,24,,0,100,0,0,0,0,0,0
10007807,10007807,6161,1,50,13,064,5,85,0,0,0,0,0,5
10007807,10007807,6161,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,6164,2,170,11,D,3,25,0,6,1,2,10,53
10007807,10007807,6171,1,25,14,,0,65,0,0,0,5,5,30
10007807,10007807,6172,2,15,23,069,0,0,0,0,0,0,0,100
10007807,10007807,6200,1,40,14,,0,85,0,0,0,0,0,10
10007807,10007807,6237,1,30,14,,0,60,0,0,0,0,0,40
10007807,10007807,6238,1,55,13,040,2,69,0,0,0,0,0,30
10007807,10007807,6239,1,15,24,,0,100,0,0,0,0,0,0
10007807,10007807,6245,1,20,14,,15,70,0,0,0,0,0,15
10007807,10007807,6271,1,25,24,,0,60,0,0,0,0,0,40
10007807,10007807,6277,1,20,14,,5,80,0,0,0,0,0,15
10007807,10007807,6307,1,45,14,,0,65,0,0,0,0,0,35
10007807,10007807,6308,2,170,11,D,3,25,0,6,1,2,10,53
10007807,10007807,6311,2,10,13,011,0,5,0,20,0,0,0,75
10007807,10007807,6316,1,20,14,,0,95,0,0,0,0,0,5
10007807,10007807,6332,1,35,14,,5,75,0,5,0,0,5,15
10007807,10007807,6380,1,80,13,041,3,51,0,0,0,3,1,43
10007807,10007807,6484,2,15,24,,15,15,0,55,0,0,0,15
10007807,10007807,6536,1,10,24,,20,80,0,0,0,0,0,0
10007807,10007807,6557,1,45,13,077,0,85,0,0,0,0,10,5
10007807,10007807,6557,1,35,13,063,5,85,0,0,0,0,0,10
10007807,10007807,6558,1,45,13,077,0,85,0,0,0,0,10,5
10007807,10007807,6558,1,40,13,098,0,95,0,0,0,0,0,5
10007807,10007807,6562,1,80,13,090,7,88,0,1,0,4,0,0
10007807,10007807,6562,1,45,13,077,0,85,0,0,0,0,10,5
10007807,10007807,6563,1,45,13,077,0,85,0,0,0,0,10,5
10007807,10007807,6563,1,50,13,097,0,85,0,0,0,5,0,5
10007807,10007807,6590,1,30,14,,5,90,0,0,0,5,0,0
10007807,10007807,6601,2,25,24,,0,50,0,0,0,0,5,45
10007807,10007807,6607,2,40,13,035,0,50,0,5,0,0,0,40
10007807,10007807,6610,1,15,24,,0,100,0,0,0,0,0,0
10007807,10007807,6614,1,105,13,037,5,84,0,0,0,1,0,10
10007807,10007807,6625,2,15,14,,0,30,0,15,0,0,30,30
10007807,10007807,6649,1,15,14,,5,80,0,0,0,0,5,5
10007807,10007807,6688,1,15,14,,0,85,0,0,0,0,0,15
10007807,10007807,6689,2,15,23,036,0,30,0,0,0,0,20,50
10007807,10007807,6691,1,105,13,036,2,65,0,6,0,0,18,8
10007807,10007807,6692,1,15,14,,0,30,0,15,0,0,45,10
10007807,10007807,6693,1,20,14,,0,0,0,20,0,0,65,15
10007807,10007807,6801,1,55,14,,0,70,0,0,8,0,2,21
10007807,10007807,6802,2,15,22,36,5,15,0,25,5,0,10,40
10007807,10007807,6803,1,50,14,,0,45,0,5,10,0,0,40
10007807,10007807,6804,2,15,22,36,5,15,0,25,5,0,10,40
10007807,10007807,6805,1,15,14,,0,35,0,5,35,0,0,25
10007807,10007807,6806,2,10,11,H,10,10,0,25,10,10,10,30
10007807,10007807,6829,2,15,23,069,0,0,0,0,0,0,0,100
10007807,10007807,6882,1,120,14,,0,39,0,0,1,0,50,10
10007807,10007807,6883,1,470,14,,0,7,0,2,0,0,72,18
10007807,10007807,6921,2,35,14,,0,55,0,5,0,5,0,40
10007807,10007807,6922,2,15,13,041,0,15,0,15,0,0,0,70
10007807,10007807,6928,1,25,14,,0,75,0,0,0,10,0,15
10007807,10007807,6930,1,50,14,,5,70,0,0,0,0,0,25
10007807,10007807,6931,2,15,13,048,0,5,0,5,0,0,5,85
10007807,10007807,6931,2,45,13,063,0,10,0,15,0,0,15,55
10007807,10007807,6965,1,20,14,,0,80,0,5,0,0,15,0
10007807,10007807,6978,2,20,14,,15,35,0,5,0,0,5,40
10007807,10007807,6980,1,650,13,035,3,76,0,0,0,0,1,20
10007807,10007807,7027,1,115,13,003,8,81,0,5,0,2,0,4
10007807,10007807,7030,1,15,14,,0,90,0,15,0,0,0,0
10007807,10007807,7031,1,50,14,,5,95,0,0,0,0,0,0
10007807,10007807,7062,1,25,14,,0,75,0,25,0,0,0,0
10007807,10007807,7072,1,10,14,,10,60,0,0,0,0,10,20
10007807,10007807,7073,2,15,13,041,0,15,0,15,0,0,0,70
10007807,10007807,7090,1,30,14,,5,80,0,0,0,0,0,15
10007807,10007807,7093,2,15,13,041,0,15,0,15,0,0,0,70
10007807,10007807,7094,1,105,13,036,2,65,0,6,0,0,18,8
10007807,10007807,7095,1,80,14,,1,82,0,0,0,0,1,15
10007807,10007807,7096,1,15,14,,0,80,0,0,0,0,0,20
10007807,10007807,7097,2,40,13,035,0,50,0,5,0,0,0,40
10007807,10007807,7098,1,25,14,,0,85,0,0,0,0,0,15
10007807,10007807,7099,2,40,13,035,0,50,0,5,0,0,0,40
10007807,10007807,7117,1,55,13,052,0,87,0,11,0,0,2,0
10007807,10007807,7117,1,75,13,065,5,54,0,15,0,0,26,0
10007807,10007807,7118,1,55,13,052,0,87,0,11,0,0,2,0
10007807,10007807,7118,1,110,13,066,5,52,0,2,0,0,38,3
10007807,10007807,7119,1,150,13,062,1,87,0,0,0,0,1,10
10007807,10007807,7119,1,55,13,052,0,87,0,11,0,0,2,0
10007807,10007807,7120,1,35,14,,5,60,0,0,5,0,0,35
10007807,10007807,7124,1,45,13,077,0,85,0,0,0,0,10,5
10007807,10007807,7124,1,650,13,035,3,76,0,0,0,0,1,20
10007807,10007807,7138,1,30,14,,0,90,0,0,0,0,0,10
10007807,10007807,7155,1,30,14,,0,50,0,5,5,0,5,35
10007807,10007807,7156,2,15,22,36,5,15,0,25,5,0,10,40
10007807,10007807,7172,1,180,13,011,8,75,0,5,0,1,1,9
10007807,10007807,7200,1,45,13,100,0,80,0,0,0,0,5,10
10007807,10007807,7214,1,45,13,074,5,90,0,0,0,0,0,5
10007807,10007807,7214,1,180,13,011,8,75,0,5,0,1,1,9
10007807,10007807,7215,2,10,13,011,0,5,0,20,0,0,0,75
10007807,10007807,7215,2,10,11,E,0,25,0,0,0,0,0,75
10007807,10007807,7221,1,45,13,071,5,90,0,0,0,0,0,5
10007807,10007807,7221,1,45,13,074,5,90,0,0,0,0,0,5
10007807,10007807,7222,2,10,11,E,0,25,0,0,0,0,0,75
10007807,10007807,7227,2,80,11,B,6,14,0,14,0,0,15,50
10007807,10007807,7227,2,40,13,060,10,60,0,5,0,10,5,10
10007807,10007807,7233,1,35,13,004,5,75,0,5,0,0,5,15
10007807,10007807,7233,1,180,13,011,8,75,0,5,0,1,1,9
10007807,10007807,7243,2,15,22,36,5,15,0,25,5,0,10,40
10007807,10007807,7243,2,40,13,035,0,50,0,5,0,0,0,40
10007807,10007807,7253,1,200,13,096,0,65,0,2,5,0,2,25
10007807,10007807,7338,1,80,13,041,3,51,0,0,0,3,1,43
10007807,10007807,7362,1,80,13,041,3,51,0,0,0,3,1,43
10007807,10007807,7408,2,15,13,041,0,15,0,15,0,0,0,70
10007807,10007807,7447,1,55,13,040,2,69,0,0,0,0,0,30
10007807,10007807,7462,1,30,13,023,5,95,0,5,0,0,0,0
10007807,10007807,7464,2,10,11,H,10,10,0,25,10,10,10,30
10007807,10007807,7477,1,80,13,041,3,51,0,0,0,3,1,43
10007807,10007807,7477,1,105,13,036,2,65,0,6,0,0,18,8
10007807,10007807,7480,1,75,13,065,5,54,0,15,0,0,26,0
10007807,10007807,7560,1,35,13,063,5,85,0,0,0,0,0,10
10007807,10007807,7560,1,110,13,066,5,52,0,2,0,0,38,3
10007807,10007807,7605,1,185,13,018,2,87,0,1,0,1,1,10
10007807,10007807,7680,1,185,13,018,2,87,0,1,0,1,1,10
10007811,10007811,100032,1,20,14,,10,85,0,0,0,0,0,5
10007811,10007811,100038,1,15,24,,10,90,0,0,0,0,0,0
10007811,10007811,100052,1,15,13,019,0,95,0,0,0,0,5,0
10007811,10007811,100052,1,40,13,075,5,90,0,0,0,0,0,5
10007811,10007811,100061,1,15,13,094,5,95,0,0,0,0,0,0
10007811,10007811,100061,1,20,13,090,5,90,0,0,0,0,0,5
10007811,10007811,100062,1,15,13,019,0,95,0,0,0,0,5,0
10007811,10007811,100062,1,25,13,098,0,100,0,0,0,0,0,0
10007811,10007811,100063,1,10,24,,0,100,0,0,0,0,0,0
10007811,10007811,100066,1,15,24,,5,85,0,0,0,0,5,0
10007811,10007811,100067,1,15,11,3,0,95,0,0,0,0,5,0
10007811,10007811,100067,1,15,13,019,0,95,0,0,0,0,5,0
10007811,10007811,100070,1,15,13,094,5,95,0,0,0,0,0,0
10007811,10007811,100070,1,140,13,105,1,69,0,0,0,0,0,30
10007811,10007811,100126,1,15,14,,0,95,0,0,0,0,0,5
10007811,10007811,100127,1,20,14,,5,95,0,0,0,0,0,0
10007811,10007811,BAPED,1,110,14,,3,96,0,0,0,0,0,2
10007811,10007811,FDASEC,1,25,14,,0,95,0,0,0,0,5,0
10007811,10007811,FDASLS,1,55,14,,4,81,0,0,0,2,6,8
10007811,10007811,JARCHIS,1,20,12,34,5,90,0,0,0,0,0,5
10007811,10007811,JARCHIS,1,20,13,090,5,90,0,0,0,0,0,5
10007811,10007811,JEDAD,1,15,14,,0,100,0,0,0,0,0,0
10007811,10007811,JEDENG,1,20,14,,5,95,0,0,0,0,0,0
10007811,10007811,JEDHIS,1,10,14,,20,80,0,0,0,0,0,0
10007811,10007811,JEDMAT,1,10,14,,0,100,0,0,0,0,0,0
10007811,10007811,JEDSEN,1,40,14,,0,95,0,0,0,0,0,5
10007811,10007811,JEDSOC,1,345,13,108,2,78,0,0,0,0,0,20
10007811,10007811,JEDSPO,1,20,14,,0,95,0,0,0,0,0,5
10007811,10007811,JENGAD,1,25,13,098,0,100,0,0,0,0,0,0
10007811,10007811,JENGAD,1,40,13,075,5,90,0,0,0,0,0,5
10007811,10007811,JENGHIS,1,20,13,090,5,90,0,0,0,0,0,5
10007811,10007811,JENGHIS,1,40,13,075,5,90,0,0,0,0,0,5
10007811,10007811,JPSYCOU,1,15,13,019,0,95,0,0,0,0,5,0
10007811,10007811,JPSYSOC,1,15,13,019,0,95,0,0,0,0,5,0
10007811,10007811,JSENAD,1,25,13,098,0,100,0,0,0,0,0,0
10007811,10007811,JSENAD,1,140,13,105,1,69,0,0,0,0,0,30
10007811,10007811,JSOCDRM,1,25,13,098,0,100,0,0,0,0,0,0
10007811,10007811,JSPOMAT,1,15,11,3,0,95,0,0,0,0,5,0
10007811,10007811,SDCOM,1,25,14,,0,100,0,0,0,0,0,0
10007811,10007811,SDRM,1,25,13,098,0,100,0,0,0,0,0,0
10007811,10007811,SECHS,1,65,14,,0,98,0,0,0,0,0,2
10007811,10007811,SEDS,1,345,13,108,2,78,0,0,0,0,0,20
10007811,10007811,SELIT,1,30,14,,5,90,0,0,0,0,0,5
10007811,10007811,SPSY,1,15,13,019,0,95,0,0,0,0,5,0
10007811,10007811,SSCP,1,15,11,3,0,95,0,0,0,0,5,0
10007811,10007811,STHE,1,10,14,,0,100,0,0,0,0,0,0
10007812,10007812,2323,1,40,14,,0,100,0,0,0,0,0,0
10007812,10007812,2903,1,40,13,079,0,100,0,0,0,0,0,0
10007812,10007812,UBAF-PAULIP1-UMFRSBUS,1,40,13,079,0,100,0,0,0,0,0,0
10007812,10007812,UBAF-PAULIP1-UMFRSINR,1,40,13,079,0,100,0,0,0,0,0,0
10007814,10007814,UFBAACGA,1,40,14,,5,90,0,5,0,0,0,5
10007814,10007814,UFBAACGAANHA,1,10,14,,0,90,0,0,0,0,0,10
10007814,10007814,UFBAACGAANHB,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAACGAANHB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAACGAFRCA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAACGAFRCA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAACGAGRMA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAACGAGRMA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAACGAHSTA,1,10,24,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAACGAHSTB,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAACGAHSTB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAACGAITLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAACGAITLA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAACGC,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAAMDA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAAMDA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAAMDB,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAAMDB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAAMHA,1,15,14,,15,75,0,0,0,0,10,0
10007814,10007814,UFBAAMHB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAANHA,1,45,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAANHAFRCA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAANHAFRCA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAANHAGRMA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAANHAGRMA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAANHAHSTA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAANHAITLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAANHAITLA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAANHASPNA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAANHASPNA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAANHB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAEDUA,1,30,14,,5,90,0,0,0,0,5,0
10007814,10007814,UFBAELGA,1,80,14,,3,96,1,0,0,0,0,0
10007814,10007814,UFBAELGAFRCA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAELGAFRCA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELGAGRMA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAELGAGRMA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELGAITLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAELGAITLA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELGAPHLA,1,75,13,093,1,97,0,0,0,2,0,0
10007814,10007814,UFBAELGAPHLA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELGASPNA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAELGASPNA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELLA,1,35,14,,5,95,0,0,0,0,5,0
10007814,10007814,UFBAELTA,1,145,14,,1,97,0,0,0,0,1,1
10007814,10007814,UFBAELTAACGA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAELTAACGA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELTAANHA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAELTAANHA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAELTAHSTA,1,15,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAELTAPHLA,1,10,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAFRCA,1,15,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAFRCAECNA,1,130,13,052,0,92,0,1,0,0,6,2
10007814,10007814,UFBAFRCAECNA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAFRCAELTA,1,10,24,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAFRCAGRMA,1,10,14,,0,90,0,0,0,10,0,0
10007814,10007814,UFBAFRCAITLA,1,15,24,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAFRCAJPSA,1,10,13,087,0,85,0,0,0,5,15,0
10007814,10007814,UFBAFRCAJPSA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAFRCAMUSA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAFRCAMUSA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAFRCAPHLA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAFRCAPHLA,1,75,13,093,1,97,0,0,0,2,0,0
10007814,10007814,UFBAFRCAPOLA,1,105,13,053,0,85,1,0,0,3,10,1
10007814,10007814,UFBAFRCAPOLA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAFRCASPNA,1,25,14,,0,95,0,0,0,0,5,0
10007814,10007814,UFBAGRMA,1,15,14,,0,95,0,0,0,0,5,0
10007814,10007814,UFBAGRMAECNA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAGRMAECNA,1,130,13,052,0,92,0,1,0,0,6,2
10007814,10007814,UFBAGRMAELTA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAGRMAELTA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAGRMAITLA,1,10,24,,0,90,0,0,0,0,10,0
10007814,10007814,UFBAGRMAJPSA,1,10,13,087,0,85,0,0,0,5,15,0
10007814,10007814,UFBAGRMAJPSA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAGRMAMUSA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAGRMAMUSA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAGRMAPOLA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAGRMAPOLA,1,105,13,053,0,85,1,0,0,3,10,1
10007814,10007814,UFBAGRMASPNA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAGRMASPNA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAHSTA,1,120,14,,1,98,0,0,0,1,0,1
10007814,10007814,UFBAHSTAECNA,1,130,13,052,0,92,0,1,0,0,6,2
10007814,10007814,UFBAHSTAECNA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSTAFRCA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAHSTAFRCA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSTAGRMA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAHSTAGRMA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSTAITLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAHSTAITLA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSTASPNA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAHSTASPNA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSTB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSWA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAHSWB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAITLA,1,10,24,,0,75,0,10,0,10,0,10
10007814,10007814,UFBAITLAECNA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAITLAECNA,1,130,13,052,0,92,0,1,0,0,6,2
10007814,10007814,UFBAITLAELTA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAITLAELTA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAITLAJPSA,1,10,13,087,0,85,0,0,0,5,15,0
10007814,10007814,UFBAITLAJPSA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAITLAMUSA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAITLAMUSA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAITLAPHLA,1,75,13,093,1,97,0,0,0,2,0,0
10007814,10007814,UFBAITLAPHLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAITLAPOLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAITLAPOLA,1,105,13,053,0,85,1,0,0,3,10,1
10007814,10007814,UFBAITLASPNA,1,15,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAJOCA,1,65,13,069,0,85,2,0,0,2,11,0
10007814,10007814,UFBAJOCA,1,85,13,073,0,89,1,0,0,2,8,0
10007814,10007814,UFBAJOCAPOLA,1,105,13,053,0,85,1,0,0,3,10,1
10007814,10007814,UFBAJOCAPOLA,1,85,13,073,0,89,1,0,0,2,8,0
10007814,10007814,UFBAJRMAELTA,1,30,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAJRMASCLA,1,20,24,,0,95,0,0,0,0,0,5
10007814,10007814,UFBAMATAMUSA,1,165,13,032,0,98,0,0,0,0,2,0
10007814,10007814,UFBAMATAMUSA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAMATAMUSC,1,165,13,032,0,98,0,0,0,0,2,0
10007814,10007814,UFBAMATAMUSC,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAMCOA,1,85,13,073,0,89,1,0,0,2,8,0
10007814,10007814,UFBAMCOA,1,65,13,069,0,85,2,0,0,2,11,0
10007814,10007814,UFBAMJCA,1,65,13,069,0,85,2,0,0,2,11,0
10007814,10007814,UFBAMJCA,1,85,13,073,0,89,1,0,0,2,8,0
10007814,10007814,UFBAMLTA,1,15,23,086,0,55,0,15,0,0,30,0
10007814,10007814,UFBAMOCA,1,10,13,087,0,85,0,0,0,5,15,0
10007814,10007814,UFBAMUSA,1,20,24,,0,90,0,0,0,0,0,10
10007814,10007814,UFBAMUSAELTA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAMUSAELTA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBAMUSAHSTA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAMUSAHSTA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAMUSAPHLA,1,70,13,097,0,93,0,1,0,1,0,4
10007814,10007814,UFBAMUSAPHLA,1,75,13,093,1,97,0,0,0,2,0,0
10007814,10007814,UFBAPHLA,1,40,14,,0,95,0,0,0,0,0,0
10007814,10007814,UFBAPHLAACGA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBAPHLAACGA,1,75,13,093,1,97,0,0,0,2,0,0
10007814,10007814,UFBAPHLAANHA,1,75,13,093,1,97,0,0,0,2,0,0
10007814,10007814,UFBAPHLAANHA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBAPHLAECNA,1,10,14,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAPHLAHSTA,1,15,24,,0,100,0,0,0,0,0,0
10007814,10007814,UFBAPOLAPHLA,1,20,24,,0,90,0,0,0,10,0,0
10007814,10007814,UFBAPOLASPNA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAPOLASPNA,1,105,13,053,0,85,1,0,0,3,10,1
10007814,10007814,UFBAPTGAFRCA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAPTGAFRCA,1,50,13,079,0,95,0,0,0,0,0,0
10007814,10007814,UFBAPTGAGRMA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBAPTGAGRMA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAPTGAITLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBAPTGAITLA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAPTGAJPSA,1,10,13,087,0,85,0,0,0,5,15,0
10007814,10007814,UFBAPTGAJPSA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBAPTGASPNA,1,45,13,082,0,95,0,0,0,0,5,0
10007814,10007814,UFBARSTAACGA,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAACGA,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBARSTAACGB,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAACGB,1,75,13,027,3,88,0,3,0,0,3,3
10007814,10007814,UFBARSTAANHA,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAANHA,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBARSTAANHB,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAANHB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBARSTAELTA,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAELTA,1,295,13,075,2,97,0,0,0,0,1,1
10007814,10007814,UFBARSTAGRMA,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAGRMA,1,35,13,080,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAHSTA,1,15,24,,0,100,0,0,0,0,0,0
10007814,10007814,UFBARSTAHSTB,1,50,13,094,0,90,0,0,0,0,5,0
10007814,10007814,UFBARSTAHSTB,1,235,13,090,1,97,0,0,0,0,0,1
10007814,10007814,UFBARSTAITLA,1,25,13,081,0,100,0,0,0,0,0,0
10007814,10007814,UFBARSTAITLA,1,50,13,094,0,90,0,0,0,0,5,0
